Park,State,Country,Adult,Child,PartySize,Booking Type,RateType,Equipment,BookingStartDate,BookingEndDate,Camper nights,Permits
Rissers Beach,NS ,CANADA ,2,,2,CampsitePermit,Full,Less than 20ft,09/05/2014,09/07/2014,2,1
Porters Lake,NS ,CANADA ,2,,2,CampsitePermit,Full,Single Tent,08/10/2014,08/12/2014,2,1
Rissers Beach,NS ,CANADA ,2,,2,CampsitePermit,Full,Less than 20ft,09/28/2014,10/01/2014,3,1
Rissers Beach,NS ,CANADA ,2,2,4,CampsitePermit,Full,Single Tent,08/22/2014,08/24/2014,2,1
The Islands,QC ,CANADA ,3,,3,CampsitePermit,Full,Less than 20ft,06/29/2014,06/30/2014,1,1
Five Islands,NS ,CANADA ,4,2,6,CampsitePermit,Full,Tents,07/18/2014,07/20/2014,2,1
Blomidon,NB ,CANADA ,2,,2,CampsitePermit,Full,Less than 20ft,07/24/2014,07/25/2014,1,1
Smileys,NS ,CANADA ,2,,2,CampsitePermit,Full,Less than 30ft,08/29/2014,09/01/2014,3,1
Caribou Munroes,NS ,CANADA ,4,,4,CampsitePermit,Full,Tents,08/07/2014,08/10/2014,3,1
Rissers Beach,NS ,CANADA ,2,2,4,CampsitePermit,Full,Less than 20ft,07/09/2014,07/10/2014,1,1
Rissers Beach,NS ,CANADA ,1,,1,CampsitePermit,Full,Single Tent,08/27/2014,08/28/2014,1,1
Porters Lake,NS ,CANADA ,2,,2,CampsitePermit,Full,Less than 20ft,09/20/2014,09/21/2014,1,1
Graves Island,GERMANY ,OTHER,2,,2,CampsitePermit,Full,Less than 30ft,07/11/2014,07/12/2014,1,1
Whycocomagh,NB ,CANADA ,2,,2,CampsitePermit,Senior,Less than 30ft,08/07/2014,08/08/2014,1,1
Graves Island,NS ,CANADA ,2,2,4,CampsitePermit,Full,Single Tent,07/19/2014,07/20/2014,1,1
Graves Island,NS ,CANADA ,2,,2,CampsitePermit,Full,Single Tent,08/09/2014,08/10/2014,1,1
Mira River,NS ,CANADA ,2,,2,CampsitePermit,Full,Single Tent,07/12/2014,07/13/2014,1,1
Graves Island,GERMANY ,OTHER,2,,2,CampsitePermit,Full,Single Tent,08/30/2014,08/31/2014,1,1
